contract_id,churn_sn,duracao,ciclo,qtd_atendimentos,tme_recepcao_medio,tme_preconsulta_medio,tme_consulta_medio,tme_total_medio,tma_recepcao_medio,tma_preconsulta_medio,tma_consulta_medio,tma_posconsulta_medio,tm_total_medio,espera_senha_ate_consulta_medio,qtd_com_tme_rec,qtd_com_tme_pre,qtd_com_tme_con,qtd_com_stamps
f6020b30-0e35-11f0-b364-5ffaa8e66a37-1,N,12,1o,4,534,,2082,2616,365,,891,517,3648,2980,4,0,4,4
f602f0c0-2649-11ee-89f2-8b6dcda63dfd-2,N,12,2o+,1,46,,2052,2098,135,,355,103,2588,2233,1,0,1,1
f602ff30-8736-11ef-a48e-0db15cf51c9e-1,S,12,1o,19,539,453,2263,2888,184,419,444,231,3636,3192,17,6,19,19
f6037ac0-0b14-11f0-8b4e-b3a7a5a4f381-1,N,12,1o,17,380,457,1256,1690,182,915,385,70,2365,1980,17,2,17,17
f603f4a0-f7ad-11ec-b48e-192c9fba7d44-3,N,12,2o+,15,215,682,1202,1676,125,232,454,384,2348,1894,14,6,15,15
f6048bd0-148e-11f0-a4bf-6726f9510f79-1,S,6,1o,9,636,229,846,1391,107,57,969,609,2455,1486,7,2,9,9
f605c330-4def-11ef-a3b0-bda50458f5f2-1,S,12,1o,4,,,6,6,,,779,,785,6,0,0,4,4
f6066c60-fb7b-11ef-a412-bf8b3d354d93-1,S,12,1o,6,,,8,8,,,315,,322,8,0,0,6,6
f6069870-2e30-11ef-8d4a-5973be5814ec-2,S,6,2o+,2,220,,641,431,197,,656,,1714,1058,1,0,1,2
f607e690-78fc-11f0-98fa-270a380264da-1,S,6,1o,3,149,,1149,1298,292,,785,93,2375,1590,3,0,3,3
f6086a50-1677-11ee-8841-cbb0b30ca423-2,S,12,2o+,5,735,800,832,1900,63,220,470,223,2552,2082,4,3,5,5
f608cae0-3817-11f0-adf4-bbbe4753cab9-1,S,6,1o,3,199,,761,960,577,,714,,2252,1538,3,0,3,3
f608f920-6d4c-11ef-bd9d-ff67be676068-1,S,12,1o,3,,,5,5,,,668,135,673,5,0,0,3,3
f60a6650-0d31-11ef-854b-3f3657a8694d-2,S,12,2o+,10,304,,1874,2178,228,,61,,2467,2406,10,0,10,10
f60b0640-6df8-11f0-909c-7f1d846334ee-1,N,6,1o,1,111,,2482,2593,96,,1412,,4101,2689,1,0,1,1
f60c4af0-a726-11ed-841c-5bc96e757f13-3,N,12,2o+,4,366,131,1622,2021,287,147,374,379,2718,2344,4,1,4,4
f60c7750-b96d-11ee-893b-07575928253c-2,N,12,2o+,5,1158,,2049,2975,96,,330,194,3382,3052,4,0,5,5
f60cd760-f674-11ee-b270-b18c9e08558b-2,N,12,2o+,8,48,1146,1461,2367,93,92,1823,296,4352,2529,8,6,8,8
f60d4440-2639-11ee-9a39-7daee60cc0a0-2,S,12,2o+,1,121,139,1647,1907,65,111,1542,7,3625,2083,1,1,1,1
f60da2a0-58e1-11f0-8f43-698b9b0aafc8-1,N,6,1o,4,516,110,1499,1913,71,148,484,65,2487,2003,3,1,4,4
f60e4b90-fa7e-11ef-98bf-cd1c0e0b9fbf-1,S,12,1o,5,1262,,1719,2476,64,,394,90,2921,2527,3,0,5,5
f60e7130-a85a-11f0-8480-c1496c97bb36-1,N,6,1o,3,675,1110,1656,2475,278,182,95,555,2816,2721,2,1,3,3
f60f55c0-e7e2-11ef-8f2b-7f91944728b2-1,S,12,1o,8,756,1353,1604,2529,118,175,1089,225,3758,2669,8,1,8,8
f60f9e90-6fc3-11f0-b154-1d3221c357ca-1,S,6,1o,6,325,158,2375,2779,124,264,581,243,3616,3035,6,3,6,6
f6103e80-7cd6-11ef-8220-4f7d37939cb2-1,S,12,1o,2,66,,2714,2747,87,,1139,220,3929,2790,1,0,2,2
f6114f50-d780-11ef-9b61-45a20d0642ab-1,N,12,1o,34,566,934,1072,1337,144,221,821,256,2582,1761,19,5,28,34
f611ee00-e9c6-11ed-8171-755cf2e01324-3,N,12,2o+,5,92,150,931,1035,217,103,163,245,1392,1229,4,1,5,5
f61283c0-4383-11ef-8d4d-3929bb8fbd66-1,N,12,1o,2,604,526,167,1297,89,125,639,,2149,1510,2,2,2,2
f61351e0-5b4f-11ef-986c-4f597f4c07a6-1,S,12,1o,7,107,113,1627,1735,130,7,802,416,2668,1866,6,1,7,7
f613c7d0-5e54-11ef-a40b-ef94907184a1-2,N,6,2o+,2,266,,571,551,255,,1096,,2756,740,2,0,1,2
f613c7d0-5e54-11ef-a40b-ef94907184a1-3,N,6,2o+,7,710,1161,2747,4185,170,91,1325,368,5720,4395,6,5,7,7
f61401d0-436c-11ef-b132-a3984fecce1d-2,N,6,2o+,2,,,8,8,,,846,,853,8,0,0,2,2
f61401d0-436c-11ef-b132-a3984fecce1d-3,S,6,2o+,3,102,,861,895,109,,485,87,1417,931,1,0,3,3
f6141c70-6698-11ef-8395-c34a5f68e2b4-1,S,12,1o,4,39,22,1287,990,399,8,457,7,2046,1589,2,1,3,4
f6142810-7688-11ee-8aaf-fb693094bc88-2,S,12,2o+,9,168,283,2062,2287,83,95,999,58,3382,2384,7,3,9,9
f6145500-2cd1-11f0-8ee8-ab9dee0b5e6b-1,N,6,1o,8,54,224,743,811,97,1325,678,61,1728,1050,6,1,8,8
f6145500-2cd1-11f0-8ee8-ab9dee0b5e6b-2,N,6,2o+,6,232,,931,1125,255,,227,,1564,1337,5,0,6,6
f6145790-93b4-11f0-b0e5-ff0bb8dd2ec7-1,S,6,1o,4,181,,559,649,219,,172,125,931,759,2,0,4,4
f61469a0-ceda-11ef-ae7d-5949ac2006c3-1,S,12,1o,15,439,143,2542,2913,119,98,458,228,3478,3021,12,2,15,15
f614c930-5b3f-11f0-b594-3b182dc54816-1,N,6,1o,2,14,,2812,2826,99,,729,350,3653,2924,2,0,2,2
f6152670-ecf4-11ed-96b4-9553954aded4-5,N,6,2o+,7,215,662,1723,1417,69,85,999,650,3041,2042,3,1,5,7
f61556d0-8820-11f0-96d5-d940fbcbe7d7-1,S,6,1o,1,38,,1582,1620,98,,12,,1730,1718,1,0,1,1
f615f5b0-e370-11ed-b0b5-6b98a8e606ee-3,S,12,2o+,1,56,,1957,2013,66,,545,10,2624,2079,1,0,1,1
f616f0e0-5337-11ef-8a75-a1a883dc96ab-2,N,6,2o+,1,,277,2272,2549,119,101,730,441,3347,2617,0,1,1,1
f61745f0-a1ce-11ef-be05-e3e01b27a711-1,N,12,1o,10,,,6,6,,,674,,681,6,0,0,10,10
f6177310-0ea5-11f0-885a-0316af10832b-1,S,12,1o,9,105,,1616,1685,173,,225,,2026,1801,6,0,9,9
f6183630-40ba-11ed-9f2b-6d27fe139005-7,N,6,2o+,1,131,,1063,1194,75,,420,,1689,1269,1,0,1,1
f6188060-bd57-11ef-9819-2b4de528e93c-1,S,6,1o,12,338,443,1967,2507,156,125,1234,99,3943,2710,10,7,12,12
f618b3d0-60b0-11f0-8e33-75843222c23d-1,S,6,1o,2,281,308,613,1048,63,80,352,69,1502,1150,2,1,2,2
f619e830-3fdd-11ef-a920-292cc45b0cb0-1,N,12,1o,1,210,,118,328,119,,993,253,1440,447,1,0,1,1
f61a5610-be10-11ef-8292-ad8b26573d60-1,N,6,1o,1,972,,3134,4106,91,,584,238,4781,4197,1,0,1,1
f61a5610-be10-11ef-8292-ad8b26573d60-2,N,6,2o+,1,714,,2966,3680,138,,1067,28,4885,3818,1,0,1,1
f61aa6a0-b89e-11ef-8da5-6fbdba049eb2-1,S,6,1o,7,,,561,561,216,,533,361,1111,578,0,0,7,7
f61aa990-b99a-11f0-96d2-ff3935659d96-1,S,6,1o,3,102,,170,204,53,,346,11,568,222,1,0,3,3
f61ac1f0-ee39-11ef-9b97-d9b85c9ebe1b-1,N,12,1o,11,219,112,1092,685,88,190,398,163,1759,1361,4,1,6,11
f61b1db0-4bda-11ee-8043-2f6a0a736eca-2,N,12,2o+,1,,,1420,1420,117,,484,,2021,1537,0,0,1,1
f61c77e0-2728-11ee-8d33-edb2c9e3d7cb-2,S,12,2o+,14,135,372,335,338,192,729,462,65,1046,584,5,1,11,14
f61dfef0-e78d-11ee-ae5d-e1cb8032a080-4,S,6,2o+,1,274,,235,509,55,,1054,,1618,564,1,0,1,1
f61e8f30-8e15-11ef-b749-177959491116-1,S,12,1o,4,67,212,1334,1454,92,108,712,39,2285,1573,4,1,4,4
f61edcc0-8653-11ef-ab09-ff4420fd76ec-1,S,12,1o,4,98,147,1056,1167,208,176,228,228,1595,1367,3,1,4,4
f61ef0a0-bcb5-11ef-be29-8f94e4a0bb4f-1,S,6,1o,5,490,216,2041,2476,98,52,394,215,2958,2565,4,1,5,5
f61ff4d0-04b0-11f0-9175-8b5597128a9d-1,S,6,1o,4,335,258,1699,2208,76,92,444,21,2801,2357,3,4,4,4
f6200050-8d17-11ed-8bae-9d2283aad0ec-3,N,12,2o+,4,941,557,1527,2746,74,143,625,273,3268,2643,4,2,4,4
f6205300-aaff-11ee-b6c1-9719421162af-2,S,12,2o+,18,111,,311,336,213,,470,599,854,384,4,0,18,18
f620f040-6d92-11ed-b3af-195a2597c7dc-3,S,12,2o+,6,204,1407,828,1232,192,286,271,,1666,1440,5,1,6,6
f620fa50-b8c1-11ef-b490-4d9b7a7d4de5-1,S,12,1o,3,73,,563,212,93,,558,152,1287,729,1,0,1,3
f6221410-97a2-11f0-896b-aff679e7ea1d-1,S,6,1o,2,353,,524,876,56,,1188,3,2120,932,2,0,2,2
f6225470-a85b-11ef-a053-b7d4f7540958-1,S,12,1o,1,286,,2441,2727,152,,311,,3190,2879,1,0,1,1
f6225640-ee94-11ee-89f9-f3dfc4e53ac7-2,N,12,2o+,6,146,393,752,1160,69,137,496,137,1816,1321,6,4,6,6
f6230a80-bd6a-11f0-acf3-f13bcc1d8a23-1,N,6,1o,3,382,,2145,2527,105,,197,110,2829,2632,3,0,3,3
f6237660-5d88-11f0-8f85-372fe6d6eeca-1,N,6,1o,4,742,,2145,2701,138,,158,190,2963,2805,3,0,4,4
f623e5b0-0194-11ef-983a-e30fcb82dd7f-2,S,12,2o+,7,185,,3546,3704,146,,1159,143,5009,3850,6,0,7,7
f6243540-f533-11ef-af00-99baa2244260-1,N,12,1o,1,430,407,1444,2281,45,33,329,13,2688,2359,1,1,1,1
f6249090-75d5-11ef-aa90-ff60644339ae-1,N,12,1o,9,,166,1198,1101,,80,1288,201,2407,1259,0,2,8,9
f624c840-2175-11ee-8a99-97a96a16eaad-2,S,12,2o+,5,327,296,1813,2068,58,127,731,9,2859,2128,3,1,5,5
f6255330-40df-11ee-aac8-f560e9cbb943-2,S,12,2o+,3,226,191,3098,3388,74,10,459,,3925,3466,3,1,3,3
f62567e0-29a3-11f0-922e-d38f30933e8a-1,S,12,1o,7,157,,2114,2249,191,,1287,439,3700,2413,6,0,7,7
f6258f50-b516-11f0-be54-1b7eaa0ad012-1,N,6,1o,1,522,,1265,1787,178,,1026,,2991,1965,1,0,1,1
f626ce00-709d-11f0-b866-e3f8c1d0644b-1,S,6,1o,7,123,6303,1196,1996,99,260,717,150,3154,2438,4,1,6,7
f6271340-3969-11ef-b500-b197d01895d7-2,N,6,2o+,1,38,103,1913,2054,226,71,529,,2880,2351,1,1,1,1
f6271340-3969-11ef-b500-b197d01895d7-3,S,6,2o+,4,134,,1172,1306,47,,371,4,1723,1353,4,0,4,4
f6284970-f46e-11ef-a8ae-05b35795c922-1,S,12,1o,4,,,6,6,,,546,,551,6,0,0,4,4
f6287e60-34d6-11f0-ace9-a512ae78651b-1,N,6,1o,6,260,3404,1033,1860,104,348,925,420,2948,2022,6,1,6,6
f6296010-ca82-11ee-b849-693bd61aa3ef-2,S,12,2o+,4,359,,1580,1939,97,,378,4,2413,2035,4,0,4,4
f62abfe0-e9f9-11ef-b045-05e00d77ac62-1,S,12,1o,12,287,243,786,887,95,171,518,249,1603,1189,8,2,10,12
f62bcb10-42be-11f0-b21f-37115b32e090-1,S,6,1o,7,477,416,894,1412,98,228,517,121,2111,1594,5,3,7,7
f62bfb30-0e52-11f0-80eb-e1409bb04c23-1,S,12,1o,2,161,155,524,762,61,35,410,16,1250,840,2,1,2,2
f62c2700-3571-11ef-9339-1bf249c50939-2,S,6,2o+,1,42,,1376,1418,118,,252,,1788,1536,1,0,1,1
f62c3580-4e74-11ef-9303-33fa4c34d54b-1,N,12,1o,6,106,486,654,823,294,22,642,185,1715,1072,5,1,6,6
f62d2970-3b51-11f0-a8a4-5bede3874ad2-1,N,6,1o,1,17,44,164,225,36,90,656,,1007,351,1,1,1,1
f62e17b0-6f99-11ef-b32e-8fb3b1e9ce44-1,S,12,1o,26,253,369,1404,1779,1045,312,1016,328,3859,2843,21,12,26,26
f62ece30-0217-11ee-a4e5-e392552ec44a-5,S,6,2o+,2,,,1757,1757,78,,275,199,2110,1835,0,0,2,2
f62f15b0-2a70-11f0-a37e-e5158f12720d-1,N,6,1o,9,393,,1784,2046,258,,590,26,2893,2303,6,0,9,9
f62f5700-6ece-11ee-8113-37f22a45f8a9-2,S,12,2o+,15,204,205,1799,2031,80,240,602,123,2756,2154,14,3,15,15
f62fb9c0-648b-11f0-953d-e130dd732bc7-1,N,6,1o,4,194,,2553,2747,166,,167,282,3079,2913,4,0,4,4
f62fd630-b315-11ef-bf51-d584698953e4-2,N,6,2o+,1,337,,3452,3789,29,,362,3,4180,3818,1,0,1,1
f630ae50-0c5e-11f0-ba9e-275bd35d7b25-1,N,12,1o,1,521,,305,826,97,,1022,,1945,923,1,0,1,1
f630c6e0-faae-11ef-9606-bd85ecad9ab7-1,N,6,1o,1,49,,348,397,256,,38,,691,653,1,0,1,1
f631ea80-f049-11ef-8cd3-e762b8dcdb33-1,N,6,1o,3,1022,,523,1204,137,,794,91,2089,1295,2,0,3,3
f632c190-171c-11f0-9268-79c21f3b4d86-1,S,6,1o,11,360,224,1197,1533,93,191,349,27,1992,1643,9,2,11,11
f632fd50-45fb-11f0-a3f8-d1185ee958ad-1,N,6,1o,5,121,,2123,2244,490,,20,,2754,2734,5,0,5,5
f6337030-b287-11ef-b7e2-2d49c25e6773-2,S,6,2o+,1,424,,1232,1656,145,,657,,2458,1801,1,0,1,1
f63372d0-1153-11f0-aa50-8599632f5d65-1,N,12,1o,11,416,984,2094,2564,70,199,566,126,3536,2970,8,4,10,11
f6345040-0278-11f0-8a0e-ed2bf04cee15-1,S,6,1o,5,394,163,1220,1567,254,64,896,27,2730,1834,4,1,5,5
f6345220-dcda-11ef-aa87-97bd5603981d-1,N,6,1o,2,901,312,1655,2867,68,145,837,33,3916,3080,2,2,2,2
f6345220-dcda-11ef-aa87-97bd5603981d-2,N,6,2o+,1,177,,1072,1249,48,,604,,1901,1297,1,0,1,1
f63495a0-553e-11f0-a298-1bcdc6a3db72-1,N,6,1o,1,17,133,2913,3063,80,187,944,233,4274,3330,1,1,1,1
f6353ec0-fdfa-11ee-b18f-3db7e8e8b2c7-2,S,12,2o+,3,1090,,2939,4029,138,,526,7,4693,4167,3,0,3,3
f635dad0-57d1-11ee-9a61-b131466c71d4-2,S,12,2o+,3,74,502,305,689,55,172,735,78,1501,766,2,2,3,3
f6362df0-9f19-11f0-a0ee-f3a3771ee218-1,S,6,1o,16,574,,1828,2294,258,,334,229,2811,2504,13,0,16,16
f636b350-bbda-11f0-aa18-835d8edfdf2d-1,N,6,1o,1,64,1138,520,1722,130,1236,388,,3476,3088,1,1,1,1
f636cb00-4223-11f0-93d8-c9f95e467a30-1,S,6,1o,2,867,105,983,1469,424,115,710,115,2448,1738,1,1,2,2
f6371220-2042-11f0-88ac-09a1c78f2b23-1,S,12,1o,2,120,,3027,3087,100,,1099,72,4236,3137,1,0,2,2
f6378860-b8e9-11ef-be90-0f53723de250-1,S,6,1o,10,127,206,2490,2384,298,57,368,82,3232,2897,8,2,9,10
f6382590-250e-11f0-afe1-7744e201f3c1-1,S,12,1o,3,,,9,9,,,255,,264,9,0,0,3,3
f6383700-d7d1-11ee-9862-83075d506890-2,N,12,2o+,5,332,,1163,1296,109,,906,138,2051,1339,2,0,5,5
f63859c0-22f7-11f0-b1a2-9947e4701d5b-1,S,12,1o,6,86,488,2129,2593,99,136,762,361,3534,2773,4,5,6,6
f6386df0-79cb-11ef-bcd3-53d4367227f1-1,N,12,1o,2,315,32,1101,1274,176,141,743,273,2261,1519,1,1,2,2
f638e7b0-4722-11f0-a01b-cf6ea3837b09-1,N,6,1o,12,553,254,2533,3150,187,477,429,381,3885,3456,12,3,12,12
f6393e70-80b4-11ef-9972-f964d214440f-1,N,12,1o,2,173,,2473,2646,110,,342,212,3098,2756,2,0,2,2
f63940f0-192f-11f0-9cde-034fd2a5b82b-1,N,12,1o,7,,,9,9,,,873,,882,9,0,0,7,7
f6399bf0-2b3f-11f0-9419-cd8413fd3cfe-1,N,12,1o,3,306,,1324,1630,78,,303,78,2011,1708,3,0,3,3
f639e1a0-77c0-11f0-abae-49f7892ca2c0-1,S,6,1o,1,,,7,7,,,327,,334,7,0,0,1,1
f639e7a0-be4b-11f0-9e85-ddb379bb2c48-1,N,6,1o,8,864,438,2052,2972,144,95,471,240,3604,3134,7,3,8,8
f63a67d0-c6e4-11ee-9b94-17c03ac0bacb-2,N,12,2o+,7,375,588,1811,2271,148,282,912,265,3226,2459,7,1,7,7
f63b0d60-7c92-11f0-a1b7-d3521289a6e4-1,S,6,1o,2,558,419,1131,1898,228,126,799,133,2987,2189,2,1,2,2
f63b2cc0-1ec1-11f0-857c-5514d72d6cbc-1,S,6,1o,4,326,146,2198,2479,87,125,1241,630,3838,2597,3,1,4,4
f63b5000-91d1-11f0-b4dd-07f4ca2a6aeb-1,S,6,1o,2,306,,248,554,160,,428,3,1142,714,2,0,2,2
f63c43c0-3281-11f0-9f1f-b120f1397457-1,S,6,1o,5,406,1119,1032,1581,187,210,884,690,2694,1810,4,1,5,5
f63d8d30-6094-11ef-99c2-7b20e497068f-1,N,12,1o,7,233,111,1929,2144,73,131,274,272,2500,2226,6,1,7,7
f63da0e0-6656-11f0-a8b4-a1a95d177323-1,N,6,1o,4,466,1158,1580,2335,201,925,332,156,3099,2767,4,1,4,4
f63e9a30-df7c-11ed-a1ad-fb80dcd28665-3,N,12,2o+,7,700,543,1385,2062,136,101,262,6,2455,2193,6,1,7,7
f63ee920-3edc-11ef-b81a-b34801f811e2-1,S,12,1o,2,259,391,433,887,74,35,1010,,1988,979,2,1,2,2
f63f9ac0-606d-11ef-983f-2f455a86e242-1,S,12,1o,7,1343,385,3177,4192,450,43,344,2,4919,4575,5,1,7,7
f63ff490-09c1-11f0-a1c5-313e1b1dc14b-1,N,12,1o,2,46,96,994,1087,133,88,359,13,1623,1264,2,1,2,2
f6411030-14fb-11ee-a831-19bc382ca0db-2,S,12,2o+,3,456,,1591,2047,74,,846,373,2967,2121,3,0,3,3
f64189a0-063c-11f0-9c5b-19334cada932-1,S,12,1o,6,572,705,2743,3432,70,144,396,205,3921,3526,6,1,6,6
f641a860-f46f-11ef-b0a7-0909d3b26d55-1,S,12,1o,11,373,1102,1222,1750,95,69,1098,225,2954,1856,10,3,10,11
f641b3e0-1275-11f0-b679-41b0519cea0d-1,N,6,1o,8,248,322,785,851,101,102,644,227,1703,1059,4,1,7,8
f641b3e0-1275-11f0-b679-41b0519cea0d-2,N,6,2o+,6,447,,571,943,137,,539,208,1596,1057,5,0,6,6
f6428c60-5d09-11ef-8987-4f9c23446309-1,S,12,1o,3,209,,202,272,228,,236,,584,348,1,0,3,3
f6439af0-7947-11f0-b07f-1f35bdc5e8e9-1,S,6,1o,1,670,126,148,944,124,183,872,186,2123,1251,1,1,1,1
f6448e80-4d17-11f0-9671-894ac881c3c0-1,N,6,1o,5,380,451,1061,1545,232,198,437,692,2247,1810,4,2,5,5
f6456c70-f57f-11ed-b3d0-39842a952e9d-5,S,6,2o+,3,491,,1958,2449,71,,569,13,3088,2519,3,0,3,3
f6471510-c3e7-11ef-b65e-6544e906315c-1,N,6,1o,23,158,322,2171,2358,221,165,534,195,3123,2588,19,4,23,23
f6471510-c3e7-11ef-b65e-6544e906315c-2,S,6,2o+,3,581,,1357,1937,60,,1313,57,3310,1997,3,0,3,3
f6477450-8765-11f0-88c2-4dbee46622bb-1,N,6,1o,1,,,7,7,,,87,,94,7,0,0,1,1
f6483800-609f-11f0-8f10-afe879533ceb-1,N,6,1o,5,700,238,1065,1720,97,117,436,193,2300,1864,4,2,5,5
f6489340-17bb-11f0-8c76-4b14b0976655-1,S,12,1o,1,171,342,3077,3590,185,607,418,,4800,4382,1,1,1,1
f648c7e0-8a5a-11f0-9bc5-911c11183d67-1,N,6,1o,3,398,673,1837,2327,130,525,1372,308,3960,2588,2,1,3,3
f64b6800-7d09-11f0-9087-93c7261c0c3d-1,N,6,1o,3,430,,1163,1593,98,,750,233,2441,1691,3,0,3,3
f64bffc0-e986-11ef-8ef6-6f7c8c36406a-1,N,6,1o,8,170,402,3891,4076,255,109,414,920,1810,4295,4,2,8,8
f64bffc0-e986-11ef-8ef6-6f7c8c36406a-2,N,6,2o+,7,850,437,1486,2156,205,45,463,56,2772,2309,5,1,7,7
f64c3a70-efb3-11ef-93e7-f1db20899df9-1,S,6,1o,1,777,,174,951,224,,640,217,1815,1175,1,0,1,1
f64ca530-d5c0-11ef-9648-57653a0980b4-1,S,6,1o,3,173,157,882,1050,362,259,214,,1592,1377,2,1,3,3
f64f9960-58fc-11f0-98c2-b3d814009f97-1,S,6,1o,1,233,,1313,1546,57,,1522,,3125,1603,1,0,1,1
f64f9b90-2a4f-11ef-92ea-2b1cf69a44d8-1,S,12,1o,10,293,398,1485,1918,141,70,338,413,2431,2094,8,5,10,10
f64ffa40-00e6-11f0-a2e3-bf15b8e00ac9-1,S,12,1o,3,,,8,8,,,132,,139,8,0,0,3,3
f6505070-cc85-11ef-9f1c-f5c6fdb18c4f-1,S,6,1o,3,122,,1947,2069,490,,506,5,3065,2559,3,0,3,3
f6505be0-7dcb-11f0-85bd-79a128665b95-1,N,6,1o,1,89,,545,634,508,,642,107,1784,1142,1,0,1,1
f6512670-005c-11f0-bd7a-2d02c9bf0a3c-1,S,12,1o,19,289,439,1793,2121,76,284,390,125,2624,2234,17,3,19,19
f65162c0-31c2-11ef-829f-31ed37065ed5-2,N,6,2o+,4,317,197,1947,2234,52,416,470,175,2847,2377,3,1,4,4
f65162c0-31c2-11ef-829f-31ed37065ed5-3,N,6,2o+,4,66,823,2041,2724,176,154,759,162,3774,3016,4,3,4,4
f6518c90-d0f1-11ef-a06f-71920a30a595-1,S,12,1o,3,,,6,4,,,763,,769,6,0,0,2,3
f6519d50-f092-11ef-8ac7-6d4a93b26009-1,N,6,1o,4,196,1523,473,1381,74,169,633,142,2154,1521,3,2,4,4
f6523a90-941a-11f0-9e5a-219ad51cc9ff-1,S,6,1o,1,134,,762,896,98,,745,,1739,994,1,0,1,1
f6529c00-a2a4-11ef-a398-39a934e28be2-1,S,12,1o,6,884,233,2576,3538,217,133,369,329,4168,3799,6,2,6,6
f652a9b0-3107-11f0-9132-7320f5f325d0-1,S,6,1o,4,984,,3411,4149,159,,1195,,5463,4268,3,0,4,4
f652db20-41fa-11f0-8668-03c936d4ffbe-1,S,6,1o,1,75,,601,676,289,,342,,1307,965,1,0,1,1
f65317a0-0601-11f0-9fcc-6dddbbb3cdd0-1,S,12,1o,5,311,,365,427,131,,480,,933,453,1,0,5,5
f6534960-306c-11f0-81f3-7bdf723a77f0-1,S,6,1o,6,94,152,1795,1899,109,208,454,232,2497,2043,5,1,6,6
f65458e0-40d5-11f0-8b2b-5d494a68dd18-1,S,6,1o,8,555,534,971,1520,135,94,486,199,2130,1644,6,2,8,8
f65510b0-7d24-11f0-b566-a562dc91b65d-1,S,6,1o,1,,,7,7,,,1040,,1047,7,0,0,1,1
f6553f20-d71d-11ef-a6e7-8b5ebc003f58-1,N,6,1o,1,30,88,1222,1340,387,125,818,,2670,1852,1,1,1,1
f6553f20-d71d-11ef-a6e7-8b5ebc003f58-2,S,6,2o+,1,106,,471,577,316,,857,21,1750,893,1,0,1,1
f655a9f0-f1c3-11ee-a840-936bf962a7c8-2,N,12,2o+,1,70,,4780,4850,110,,884,,5844,4960,1,0,1,1
f6560240-2036-11f0-85c7-19b0dfad093c-1,S,12,1o,11,197,198,1176,1374,101,212,646,286,2140,1495,9,2,11,11
f6565680-42b2-11ef-87ca-d1673dc08507-2,N,6,2o+,2,,,6,3,,,691,,697,6,0,0,1,2
f6565680-42b2-11ef-87ca-d1673dc08507-3,S,6,2o+,2,25,,207,219,49,,652,,895,244,1,0,2,2
f656be50-dcc6-11ef-a75a-05d0bab2c4d8-1,S,6,1o,7,264,288,1489,1756,64,146,354,261,2195,1841,6,1,7,7
f656e260-edfe-11ef-adbf-eb87ebdb0848-1,N,6,1o,4,613,141,2320,2968,161,279,455,269,3654,3199,4,1,4,4
f656e260-edfe-11ef-adbf-eb87ebdb0848-2,N,6,2o+,1,,,7,7,,,254,,261,7,0,0,1,1
f6577c60-a5ce-11f0-b80e-3bd51d10a934-1,S,6,1o,3,840,209,1777,2687,412,102,401,526,3534,3133,3,1,3,3
f6585fa0-87e6-11f0-822c-63b373147185-1,S,6,1o,4,839,,1154,1993,102,,79,726,2174,2096,4,0,4,4
f6587e50-2d9f-11f0-8dba-b907678df6cb-1,N,12,1o,7,263,244,844,1139,165,49,213,586,1531,1318,6,2,7,7
f658e4b0-f3d1-11ef-9c26-670215904273-1,S,6,1o,5,404,285,1983,2419,99,151,411,147,2990,2579,4,2,5,5
f65968d0-63e5-11ef-b644-2fcf695d4be0-1,S,12,1o,2,145,139,1924,2139,106,263,259,,2635,2376,2,1,2,2
f6597470-4aad-11ef-b396-eb472e12783d-1,N,12,1o,16,184,313,1361,1373,81,234,680,246,2260,1580,9,4,14,16
f6597a20-fdae-11ee-928c-21060e1e2878-2,S,12,2o+,1,41,,115,156,75,,415,,646,231,1,0,1,1
f65ae5f0-0b8a-11f0-8246-cb70c4fd1b81-1,S,12,1o,1,267,,2467,2734,53,,1153,,3940,2787,1,0,1,1
f65b6f50-1708-11f0-bbff-c7721e2963d5-1,N,6,1o,5,91,,2064,2119,81,,318,158,2485,2167,3,0,5,5
f65bce00-ead5-11ef-a052-f3fe1fcb92cd-1,S,12,1o,14,591,156,1477,1837,89,128,953,286,2859,1906,8,2,14,14
f65c74a0-784b-11f0-9db5-210201c46d5e-1,S,6,1o,1,1036,795,596,2427,94,91,587,,3199,2612,1,1,1,1
f65cf250-7926-11f0-80ab-1303bb667cc3-1,S,6,1o,1,14,,223,237,79,,235,,551,316,1,0,1,1
f65d0bc0-572a-11ee-bade-537e437b6b4d-2,N,12,2o+,1,69,511,851,1431,39,124,703,,2297,1594,1,1,1,1
f65e4950-c6d6-11ef-ba40-478c6119e4f7-1,N,6,1o,7,553,,2688,3083,165,,697,163,3922,3225,5,0,7,7
f65e9040-08e9-11f0-a5bd-e78dd548f457-1,N,12,1o,3,,,9,6,,,339,,348,9,0,0,2,3
f65fa430-9ef3-11f0-b08b-9fdd6e0bef12-1,N,6,1o,8,446,574,1175,1581,145,16,296,355,1987,1691,6,1,8,8
f66027f0-c09d-11ef-9de5-2319e5262f77-1,N,12,1o,1,52,,221,273,77,,1436,,1786,350,1,0,1,1
f660bc60-de66-11ef-a3b2-ebde8e944e0b-1,N,12,1o,11,381,486,2481,2282,81,290,750,11,3338,2876,6,1,9,11
f660eca0-9543-11f0-a59e-a79507406864-1,S,6,1o,5,515,,3956,4368,83,,168,,4620,4451,4,0,5,5
f6624df0-3695-11f0-9bdf-110ef7ad446f-1,S,6,1o,6,99,804,1345,1545,162,377,663,263,2379,1716,4,1,6,6
